"","dispersal","sig_niche","alpha","n_sp","rep"
"520",2.15443469003188e-05,0.1,"1.5",1,2
"521",2.15443469003188e-05,0.215443469003188,"0.5",16,2
"522",2.15443469003188e-05,0.215443469003188,"1.5",14,2
"523",2.15443469003188e-05,0.215443469003188,"equal",14,2
"524",2.15443469003188e-05,0.215443469003188,"patch_dynamics",2,2
"525",2.15443469003188e-05,0.464158883361278,"0.5",41,2
"526",2.15443469003188e-05,0.464158883361278,"1.5",33,2
"527",2.15443469003188e-05,0.464158883361278,"equal",41,2
"528",2.15443469003188e-05,0.464158883361278,"patch_dynamics",7,2
"529",2.15443469003188e-05,1,"0.5",44,2
"530",2.15443469003188e-05,1,"1.5",38,2
"531",2.15443469003188e-05,1,"equal",42,2
"532",2.15443469003188e-05,1,"patch_dynamics",4,2
"533",2.15443469003188e-05,2.15443469003188,"0.5",44,2
"534",2.15443469003188e-05,2.15443469003188,"1.5",42,2
"535",2.15443469003188e-05,2.15443469003188,"equal",41,2
"536",2.15443469003188e-05,2.15443469003188,"patch_dynamics",3,2
"537",2.15443469003188e-05,4.64158883361278,"0.5",44,2
"538",2.15443469003188e-05,4.64158883361278,"1.5",41,2
"539",2.15443469003188e-05,4.64158883361278,"equal",44,2
"540",2.15443469003188e-05,4.64158883361278,"patch_dynamics",2,2
"541",2.15443469003188e-05,10,"0.5",45,2
"542",2.15443469003188e-05,10,"1.5",38,2
"543",2.15443469003188e-05,10,"equal",44,2
"544",2.15443469003188e-05,10,"patch_dynamics",3,2
"545",4.64158883361278e-05,0.1,"0.5",2,2
"546",4.64158883361278e-05,0.215443469003188,"0.5",18,2
"547",4.64158883361278e-05,0.215443469003188,"1.5",15,2
"548",4.64158883361278e-05,0.215443469003188,"equal",11,2
"549",4.64158883361278e-05,0.215443469003188,"patch_dynamics",4,2
"550",4.64158883361278e-05,0.464158883361278,"0.5",40,2
"551",4.64158883361278e-05,0.464158883361278,"1.5",36,2
"552",4.64158883361278e-05,0.464158883361278,"equal",39,2
"553",4.64158883361278e-05,0.464158883361278,"patch_dynamics",6,2
"554",4.64158883361278e-05,1,"0.5",43,2
"555",4.64158883361278e-05,1,"1.5",35,2
"556",4.64158883361278e-05,1,"equal",42,2
"557",4.64158883361278e-05,1,"patch_dynamics",6,2
"558",4.64158883361278e-05,2.15443469003188,"0.5",45,2
"559",4.64158883361278e-05,2.15443469003188,"1.5",40,2
"560",4.64158883361278e-05,2.15443469003188,"equal",47,2
"561",4.64158883361278e-05,2.15443469003188,"patch_dynamics",4,2
"562",4.64158883361278e-05,4.64158883361278,"0.5",42,2
"563",4.64158883361278e-05,4.64158883361278,"1.5",38,2
"564",4.64158883361278e-05,4.64158883361278,"equal",42,2
"565",4.64158883361278e-05,4.64158883361278,"patch_dynamics",4,2
"566",4.64158883361278e-05,10,"0.5",45,2
"567",4.64158883361278e-05,10,"1.5",35,2
"568",4.64158883361278e-05,10,"equal",37,2
"569",4.64158883361278e-05,10,"patch_dynamics",5,2
"570",9.99999999999999e-05,0.1,"0.5",2,2
"571",9.99999999999999e-05,0.1,"1.5",2,2
"572",9.99999999999999e-05,0.1,"equal",1,2
"573",9.99999999999999e-05,0.215443469003188,"0.5",20,2
"574",9.99999999999999e-05,0.215443469003188,"1.5",13,2
"575",9.99999999999999e-05,0.215443469003188,"equal",17,2
"576",9.99999999999999e-05,0.215443469003188,"patch_dynamics",5,2
"577",9.99999999999999e-05,0.464158883361278,"0.5",35,2
"578",9.99999999999999e-05,0.464158883361278,"1.5",31,2
"579",9.99999999999999e-05,0.464158883361278,"equal",35,2
"580",9.99999999999999e-05,0.464158883361278,"patch_dynamics",9,2
"581",9.99999999999999e-05,1,"0.5",42,2
"582",9.99999999999999e-05,1,"1.5",30,2
"583",9.99999999999999e-05,1,"equal",37,2
"584",9.99999999999999e-05,1,"patch_dynamics",4,2
"585",9.99999999999999e-05,2.15443469003188,"0.5",42,2
"586",9.99999999999999e-05,2.15443469003188,"1.5",31,2
"587",9.99999999999999e-05,2.15443469003188,"equal",45,2
"588",9.99999999999999e-05,2.15443469003188,"patch_dynamics",5,2
"589",9.99999999999999e-05,4.64158883361278,"0.5",39,2
"590",9.99999999999999e-05,4.64158883361278,"1.5",30,2
"591",9.99999999999999e-05,4.64158883361278,"equal",45,2
"592",9.99999999999999e-05,4.64158883361278,"patch_dynamics",2,2
"593",9.99999999999999e-05,10,"0.5",40,2
"594",9.99999999999999e-05,10,"1.5",35,2
"595",9.99999999999999e-05,10,"equal",43,2
"596",9.99999999999999e-05,10,"patch_dynamics",2,2
"597",0.000215443469003188,0.0464158883361278,"1.5",1,2
"598",0.000215443469003188,0.1,"0.5",5,2
"599",0.000215443469003188,0.1,"1.5",2,2
"600",0.000215443469003188,0.1,"equal",2,2
"601",0.000215443469003188,0.215443469003188,"0.5",23,2
"602",0.000215443469003188,0.215443469003188,"1.5",17,2
"603",0.000215443469003188,0.215443469003188,"equal",14,2
"604",0.000215443469003188,0.215443469003188,"patch_dynamics",7,2
"605",0.000215443469003188,0.464158883361278,"0.5",30,2
"606",0.000215443469003188,0.464158883361278,"1.5",23,2
"607",0.000215443469003188,0.464158883361278,"equal",24,2
"608",0.000215443469003188,0.464158883361278,"patch_dynamics",7,2
"609",0.000215443469003188,1,"0.5",37,2
"610",0.000215443469003188,1,"1.5",34,2
"611",0.000215443469003188,1,"equal",37,2
"612",0.000215443469003188,1,"patch_dynamics",4,2
"613",0.000215443469003188,2.15443469003188,"0.5",36,2
"614",0.000215443469003188,2.15443469003188,"1.5",30,2
"615",0.000215443469003188,2.15443469003188,"equal",42,2
"616",0.000215443469003188,2.15443469003188,"patch_dynamics",4,2
"617",0.000215443469003188,4.64158883361278,"0.5",33,2
"618",0.000215443469003188,4.64158883361278,"1.5",24,2
"619",0.000215443469003188,4.64158883361278,"equal",42,2
"620",0.000215443469003188,4.64158883361278,"patch_dynamics",2,2
"621",0.000215443469003188,10,"0.5",36,2
"622",0.000215443469003188,10,"1.5",21,2
"623",0.000215443469003188,10,"equal",40,2
"624",0.000215443469003188,10,"patch_dynamics",3,2
"625",0.000464158883361278,0.0464158883361278,"0.5",1,2
"626",0.000464158883361278,0.1,"0.5",9,2
"627",0.000464158883361278,0.1,"1.5",2,2
"628",0.000464158883361278,0.1,"equal",2,2
"629",0.000464158883361278,0.1,"patch_dynamics",1,2
"630",0.000464158883361278,0.215443469003188,"0.5",23,2
"631",0.000464158883361278,0.215443469003188,"1.5",13,2
"632",0.000464158883361278,0.215443469003188,"equal",16,2
"633",0.000464158883361278,0.215443469003188,"patch_dynamics",7,2
"634",0.000464158883361278,0.464158883361278,"0.5",35,2
"635",0.000464158883361278,0.464158883361278,"1.5",15,2
"636",0.000464158883361278,0.464158883361278,"equal",27,2
"637",0.000464158883361278,0.464158883361278,"patch_dynamics",7,2
"638",0.000464158883361278,1,"0.5",27,2
"639",0.000464158883361278,1,"1.5",20,2
"640",0.000464158883361278,1,"equal",30,2
"641",0.000464158883361278,1,"patch_dynamics",4,2
"642",0.000464158883361278,2.15443469003188,"0.5",31,2
"643",0.000464158883361278,2.15443469003188,"1.5",22,2
"644",0.000464158883361278,2.15443469003188,"equal",38,2
"645",0.000464158883361278,2.15443469003188,"patch_dynamics",5,2
"646",0.000464158883361278,4.64158883361278,"0.5",29,2
"647",0.000464158883361278,4.64158883361278,"1.5",21,2
"648",0.000464158883361278,4.64158883361278,"equal",36,2
"649",0.000464158883361278,4.64158883361278,"patch_dynamics",4,2
"650",0.000464158883361278,10,"0.5",27,2
"651",0.000464158883361278,10,"1.5",21,2
"652",0.000464158883361278,10,"equal",40,2
"653",0.000464158883361278,10,"patch_dynamics",4,2
"654",0.001,0.0464158883361278,"0.5",3,2
"655",0.001,0.0464158883361278,"1.5",2,2
"656",0.001,0.0464158883361278,"equal",1,2
"657",0.001,0.0464158883361278,"patch_dynamics",1,2
"658",0.001,0.1,"0.5",12,2
"659",0.001,0.1,"1.5",4,2
"660",0.001,0.1,"equal",5,2
"661",0.001,0.1,"patch_dynamics",6,2
"662",0.001,0.215443469003188,"0.5",26,2
"663",0.001,0.215443469003188,"1.5",12,2
"664",0.001,0.215443469003188,"equal",12,2
"665",0.001,0.215443469003188,"patch_dynamics",8,2
"666",0.001,0.464158883361278,"0.5",25,2
"667",0.001,0.464158883361278,"1.5",10,2
"668",0.001,0.464158883361278,"equal",19,2
"669",0.001,0.464158883361278,"patch_dynamics",9,2
"670",0.001,1,"0.5",22,2
"671",0.001,1,"1.5",15,2
"672",0.001,1,"equal",26,2
"673",0.001,1,"patch_dynamics",3,2
"674",0.001,2.15443469003188,"0.5",20,2
"675",0.001,2.15443469003188,"1.5",14,2
"676",0.001,2.15443469003188,"equal",34,2
"677",0.001,2.15443469003188,"patch_dynamics",3,2
"678",0.001,4.64158883361278,"0.5",20,2
"679",0.001,4.64158883361278,"1.5",14,2
"680",0.001,4.64158883361278,"equal",40,2
"681",0.001,4.64158883361278,"patch_dynamics",3,2
"682",0.001,10,"0.5",19,2
"683",0.001,10,"1.5",15,2
"684",0.001,10,"equal",35,2
"685",0.001,10,"patch_dynamics",1,2
"686",0.00215443469003188,0.0464158883361278,"0.5",2,2
"687",0.00215443469003188,0.0464158883361278,"1.5",1,2
"688",0.00215443469003188,0.0464158883361278,"equal",1,2
"689",0.00215443469003188,0.0464158883361278,"patch_dynamics",1,2
"690",0.00215443469003188,0.1,"0.5",16,2
"691",0.00215443469003188,0.1,"1.5",9,2
"692",0.00215443469003188,0.1,"equal",4,2
"693",0.00215443469003188,0.1,"patch_dynamics",6,2
"694",0.00215443469003188,0.215443469003188,"0.5",27,2
"695",0.00215443469003188,0.215443469003188,"1.5",10,2
"696",0.00215443469003188,0.215443469003188,"equal",7,2
"697",0.00215443469003188,0.215443469003188,"patch_dynamics",7,2
"698",0.00215443469003188,0.464158883361278,"0.5",26,2
"699",0.00215443469003188,0.464158883361278,"1.5",9,2
"700",0.00215443469003188,0.464158883361278,"equal",20,2
"701",0.00215443469003188,0.464158883361278,"patch_dynamics",7,2
"702",0.00215443469003188,1,"0.5",20,2
"703",0.00215443469003188,1,"1.5",11,2
"704",0.00215443469003188,1,"equal",21,2
"705",0.00215443469003188,1,"patch_dynamics",2,2
"706",0.00215443469003188,2.15443469003188,"0.5",15,2
"707",0.00215443469003188,2.15443469003188,"1.5",14,2
"708",0.00215443469003188,2.15443469003188,"equal",27,2
"709",0.00215443469003188,2.15443469003188,"patch_dynamics",1,2
"710",0.00215443469003188,4.64158883361278,"0.5",17,2
"711",0.00215443469003188,4.64158883361278,"1.5",14,2
"712",0.00215443469003188,4.64158883361278,"equal",32,2
"713",0.00215443469003188,4.64158883361278,"patch_dynamics",1,2
"714",0.00215443469003188,10,"0.5",15,2
"715",0.00215443469003188,10,"1.5",10,2
"716",0.00215443469003188,10,"equal",29,2
"717",0.00215443469003188,10,"patch_dynamics",4,2
"718",0.00464158883361278,0.0215443469003188,"0.5",1,2
"719",0.00464158883361278,0.0464158883361278,"0.5",4,2
"720",0.00464158883361278,0.0464158883361278,"1.5",1,2
"721",0.00464158883361278,0.0464158883361278,"equal",2,2
"722",0.00464158883361278,0.0464158883361278,"patch_dynamics",1,2
"723",0.00464158883361278,0.1,"0.5",19,2
"724",0.00464158883361278,0.1,"1.5",7,2
"725",0.00464158883361278,0.1,"equal",5,2
"726",0.00464158883361278,0.1,"patch_dynamics",5,2
"727",0.00464158883361278,0.215443469003188,"0.5",25,2
"728",0.00464158883361278,0.215443469003188,"1.5",8,2
"729",0.00464158883361278,0.215443469003188,"equal",10,2
"730",0.00464158883361278,0.215443469003188,"patch_dynamics",8,2
"731",0.00464158883361278,0.464158883361278,"0.5",27,2
"732",0.00464158883361278,0.464158883361278,"1.5",7,2
"733",0.00464158883361278,0.464158883361278,"equal",14,2
"734",0.00464158883361278,0.464158883361278,"patch_dynamics",2,2
"735",0.00464158883361278,1,"0.5",17,2
"736",0.00464158883361278,1,"1.5",8,2
"737",0.00464158883361278,1,"equal",18,2
"738",0.00464158883361278,1,"patch_dynamics",3,2
"739",0.00464158883361278,2.15443469003188,"0.5",12,2
"740",0.00464158883361278,2.15443469003188,"1.5",11,2
"741",0.00464158883361278,2.15443469003188,"equal",21,2
"742",0.00464158883361278,2.15443469003188,"patch_dynamics",1,2
"743",0.00464158883361278,4.64158883361278,"0.5",12,2
"744",0.00464158883361278,4.64158883361278,"1.5",11,2
"745",0.00464158883361278,4.64158883361278,"equal",20,2
"746",0.00464158883361278,4.64158883361278,"patch_dynamics",1,2
"747",0.00464158883361278,10,"0.5",13,2
"748",0.00464158883361278,10,"1.5",6,2
"749",0.00464158883361278,10,"equal",24,2
"750",0.00464158883361278,10,"patch_dynamics",1,2
"751",0.01,0.0464158883361278,"0.5",5,2
"752",0.01,0.0464158883361278,"1.5",2,2
"753",0.01,0.0464158883361278,"equal",4,2
"754",0.01,0.0464158883361278,"patch_dynamics",3,2
"755",0.01,0.1,"0.5",25,2
"756",0.01,0.1,"1.5",10,2
"757",0.01,0.1,"equal",6,2
"758",0.01,0.1,"patch_dynamics",7,2
"759",0.01,0.215443469003188,"0.5",28,2
"760",0.01,0.215443469003188,"1.5",6,2
"761",0.01,0.215443469003188,"equal",9,2
"762",0.01,0.215443469003188,"patch_dynamics",6,2
"763",0.01,0.464158883361278,"0.5",25,2
"764",0.01,0.464158883361278,"1.5",5,2
"765",0.01,0.464158883361278,"equal",11,2
"766",0.01,0.464158883361278,"patch_dynamics",3,2
"767",0.01,1,"0.5",21,2
"768",0.01,1,"1.5",4,2
"769",0.01,1,"equal",23,2
"770",0.01,1,"patch_dynamics",1,2
"771",0.01,2.15443469003188,"0.5",20,2
"772",0.01,2.15443469003188,"1.5",7,2
"773",0.01,2.15443469003188,"equal",17,2
"774",0.01,2.15443469003188,"patch_dynamics",1,2
"775",0.01,4.64158883361278,"0.5",18,2
"776",0.01,4.64158883361278,"1.5",7,2
"777",0.01,4.64158883361278,"equal",22,2
"778",0.01,4.64158883361278,"patch_dynamics",1,2
"779",0.01,10,"0.5",20,2
"780",0.01,10,"1.5",3,2
"781",0.01,10,"equal",21,2
"782",0.01,10,"patch_dynamics",1,2
"783",0.0215443469003188,0.0215443469003188,"0.5",1,2
"784",0.0215443469003188,0.0215443469003188,"1.5",1,2
"785",0.0215443469003188,0.0215443469003188,"patch_dynamics",1,2
"786",0.0215443469003188,0.0464158883361278,"0.5",12,2
"787",0.0215443469003188,0.0464158883361278,"1.5",6,2
"788",0.0215443469003188,0.0464158883361278,"equal",4,2
"789",0.0215443469003188,0.0464158883361278,"patch_dynamics",6,2
"790",0.0215443469003188,0.1,"0.5",28,2
"791",0.0215443469003188,0.1,"1.5",10,2
"792",0.0215443469003188,0.1,"equal",7,2
"793",0.0215443469003188,0.1,"patch_dynamics",8,2
"794",0.0215443469003188,0.215443469003188,"0.5",29,2
"795",0.0215443469003188,0.215443469003188,"1.5",9,2
"796",0.0215443469003188,0.215443469003188,"equal",11,2
"797",0.0215443469003188,0.215443469003188,"patch_dynamics",6,2
"798",0.0215443469003188,0.464158883361278,"0.5",29,2
"799",0.0215443469003188,0.464158883361278,"1.5",5,2
"800",0.0215443469003188,0.464158883361278,"equal",12,2
"801",0.0215443469003188,0.464158883361278,"patch_dynamics",3,2
"802",0.0215443469003188,1,"0.5",19,2
"803",0.0215443469003188,1,"1.5",4,2
"804",0.0215443469003188,1,"equal",12,2
"805",0.0215443469003188,1,"patch_dynamics",2,2
"806",0.0215443469003188,2.15443469003188,"0.5",19,2
"807",0.0215443469003188,2.15443469003188,"1.5",4,2
"808",0.0215443469003188,2.15443469003188,"equal",16,2
"809",0.0215443469003188,2.15443469003188,"patch_dynamics",1,2
"810",0.0215443469003188,4.64158883361278,"0.5",20,2
"811",0.0215443469003188,4.64158883361278,"1.5",4,2
"812",0.0215443469003188,4.64158883361278,"equal",16,2
"813",0.0215443469003188,4.64158883361278,"patch_dynamics",1,2
"814",0.0215443469003188,10,"0.5",16,2
"815",0.0215443469003188,10,"1.5",7,2
"816",0.0215443469003188,10,"equal",15,2
"817",0.0215443469003188,10,"patch_dynamics",1,2
"818",0.0464158883361278,0.0215443469003188,"0.5",2,2
"819",0.0464158883361278,0.0215443469003188,"1.5",1,2
"820",0.0464158883361278,0.0215443469003188,"equal",1,2
"821",0.0464158883361278,0.0215443469003188,"patch_dynamics",1,2
"822",0.0464158883361278,0.0464158883361278,"0.5",18,2
"823",0.0464158883361278,0.0464158883361278,"1.5",10,2
"824",0.0464158883361278,0.0464158883361278,"equal",6,2
"825",0.0464158883361278,0.0464158883361278,"patch_dynamics",6,2
"826",0.0464158883361278,0.1,"0.5",29,2
"827",0.0464158883361278,0.1,"1.5",13,2
"828",0.0464158883361278,0.1,"equal",9,2
"829",0.0464158883361278,0.1,"patch_dynamics",9,2
"830",0.0464158883361278,0.215443469003188,"0.5",31,2
"831",0.0464158883361278,0.215443469003188,"1.5",8,2
"832",0.0464158883361278,0.215443469003188,"equal",8,2
"833",0.0464158883361278,0.215443469003188,"patch_dynamics",7,2
"834",0.0464158883361278,0.464158883361278,"0.5",28,2
"835",0.0464158883361278,0.464158883361278,"1.5",6,2
"836",0.0464158883361278,0.464158883361278,"equal",15,2
"837",0.0464158883361278,0.464158883361278,"patch_dynamics",3,2
"838",0.0464158883361278,1,"0.5",20,2
"839",0.0464158883361278,1,"1.5",4,2
"840",0.0464158883361278,1,"equal",11,2
"841",0.0464158883361278,1,"patch_dynamics",1,2
"842",0.0464158883361278,2.15443469003188,"0.5",20,2
"843",0.0464158883361278,2.15443469003188,"1.5",4,2
"844",0.0464158883361278,2.15443469003188,"equal",12,2
"845",0.0464158883361278,2.15443469003188,"patch_dynamics",1,2
"846",0.0464158883361278,4.64158883361278,"0.5",21,2
"847",0.0464158883361278,4.64158883361278,"1.5",3,2
"848",0.0464158883361278,4.64158883361278,"equal",12,2
"849",0.0464158883361278,4.64158883361278,"patch_dynamics",1,2
"850",0.0464158883361278,10,"0.5",20,2
"851",0.0464158883361278,10,"1.5",3,2
"852",0.0464158883361278,10,"equal",14,2
"853",0.0464158883361278,10,"patch_dynamics",2,2
"854",0.1,0.0215443469003188,"0.5",2,2
"855",0.1,0.0215443469003188,"1.5",1,2
"856",0.1,0.0215443469003188,"equal",2,2
"857",0.1,0.0215443469003188,"patch_dynamics",1,2
"858",0.1,0.0464158883361278,"0.5",24,2
"859",0.1,0.0464158883361278,"1.5",12,2
"860",0.1,0.0464158883361278,"equal",9,2
"861",0.1,0.0464158883361278,"patch_dynamics",9,2
"862",0.1,0.1,"0.5",32,2
"863",0.1,0.1,"1.5",11,2
"864",0.1,0.1,"equal",10,2
"865",0.1,0.1,"patch_dynamics",8,2
"866",0.1,0.215443469003188,"0.5",33,2
"867",0.1,0.215443469003188,"1.5",8,2
"868",0.1,0.215443469003188,"equal",14,2
"869",0.1,0.215443469003188,"patch_dynamics",7,2
"870",0.1,0.464158883361278,"0.5",29,2
"871",0.1,0.464158883361278,"1.5",5,2
"872",0.1,0.464158883361278,"equal",12,2
"873",0.1,0.464158883361278,"patch_dynamics",8,2
"874",0.1,1,"0.5",19,2
"875",0.1,1,"1.5",5,2
"876",0.1,1,"equal",8,2
"877",0.1,1,"patch_dynamics",2,2
"878",0.1,2.15443469003188,"0.5",20,2
"879",0.1,2.15443469003188,"1.5",5,2
"880",0.1,2.15443469003188,"equal",10,2
"881",0.1,2.15443469003188,"patch_dynamics",1,2
"882",0.1,4.64158883361278,"0.5",22,2
"883",0.1,4.64158883361278,"1.5",5,2
"884",0.1,4.64158883361278,"equal",15,2
"885",0.1,4.64158883361278,"patch_dynamics",1,2
"886",0.1,10,"0.5",20,2
"887",0.1,10,"1.5",5,2
"888",0.1,10,"equal",12,2
"889",0.1,10,"patch_dynamics",1,2
"890",0.215443469003188,0.0215443469003188,"0.5",5,2
"891",0.215443469003188,0.0215443469003188,"1.5",2,2
"892",0.215443469003188,0.0215443469003188,"equal",1,2
"893",0.215443469003188,0.0215443469003188,"patch_dynamics",2,2
"894",0.215443469003188,0.0464158883361278,"0.5",25,2
"895",0.215443469003188,0.0464158883361278,"1.5",9,2
"896",0.215443469003188,0.0464158883361278,"equal",8,2
"897",0.215443469003188,0.0464158883361278,"patch_dynamics",9,2
"898",0.215443469003188,0.1,"0.5",33,2
"899",0.215443469003188,0.1,"1.5",13,2
"900",0.215443469003188,0.1,"equal",11,2
"901",0.215443469003188,0.1,"patch_dynamics",7,2
"902",0.215443469003188,0.215443469003188,"0.5",31,2
"903",0.215443469003188,0.215443469003188,"1.5",8,2
"904",0.215443469003188,0.215443469003188,"equal",9,2
"905",0.215443469003188,0.215443469003188,"patch_dynamics",4,2
"906",0.215443469003188,0.464158883361278,"0.5",26,2
"907",0.215443469003188,0.464158883361278,"1.5",4,2
"908",0.215443469003188,0.464158883361278,"equal",11,2
"909",0.215443469003188,0.464158883361278,"patch_dynamics",2,2
"910",0.215443469003188,1,"0.5",19,2
"911",0.215443469003188,1,"1.5",5,2
"912",0.215443469003188,1,"equal",7,2
"913",0.215443469003188,1,"patch_dynamics",2,2
"914",0.215443469003188,2.15443469003188,"0.5",20,2
"915",0.215443469003188,2.15443469003188,"1.5",5,2
"916",0.215443469003188,2.15443469003188,"equal",5,2
"917",0.215443469003188,2.15443469003188,"patch_dynamics",1,2
"918",0.215443469003188,4.64158883361278,"0.5",21,2
"919",0.215443469003188,4.64158883361278,"1.5",5,2
"920",0.215443469003188,4.64158883361278,"equal",11,2
"921",0.215443469003188,4.64158883361278,"patch_dynamics",1,2
"922",0.215443469003188,10,"0.5",22,2
"923",0.215443469003188,10,"1.5",5,2
"924",0.215443469003188,10,"equal",14,2
"925",0.215443469003188,10,"patch_dynamics",1,2
"926",0.464158883361278,0.0215443469003188,"0.5",4,2
"927",0.464158883361278,0.0215443469003188,"1.5",1,2
"928",0.464158883361278,0.0215443469003188,"equal",1,2
"929",0.464158883361278,0.0215443469003188,"patch_dynamics",1,2
"930",0.464158883361278,0.0464158883361278,"0.5",24,2
"931",0.464158883361278,0.0464158883361278,"1.5",8,2
"932",0.464158883361278,0.0464158883361278,"equal",4,2
"933",0.464158883361278,0.0464158883361278,"patch_dynamics",7,2
"934",0.464158883361278,0.1,"0.5",23,2
"935",0.464158883361278,0.1,"1.5",7,2
"936",0.464158883361278,0.1,"equal",5,2
"937",0.464158883361278,0.1,"patch_dynamics",5,2
"938",0.464158883361278,0.215443469003188,"0.5",25,2
"939",0.464158883361278,0.215443469003188,"1.5",4,2
"940",0.464158883361278,0.215443469003188,"equal",5,2
